
Note: No compatibility mode selected!


Circuit: master3 dc - dac into rc

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using transient initial conditions

No. of Data Rows : 5011
                            master3 dc - dac into rc
                            Transient Analysis  Tue Mar 31 22:29:50  2026
--------------------------------------------------------------------------------
Index   time            v(vref)         v(rc_node)      v(cap_pos)      
--------------------------------------------------------------------------------
0	1.000000e-08	5.000000e+00	2.840912e+00	2.840883e-05	
1	2.000000e-08	5.000000e+00	2.840914e+00	5.681741e-05	
2	4.000000e-08	5.000000e+00	2.840919e+00	1.136340e-04	
3	8.000000e-08	5.000000e+00	2.840930e+00	2.272642e-04	
4	1.600000e-07	5.000000e+00	2.840950e+00	4.545121e-04	
5	3.200000e-07	5.000000e+00	2.840992e+00	9.089584e-04	
6	6.400000e-07	5.000000e+00	2.841074e+00	1.817653e-03	
7	1.000000e-06	5.000000e+00	2.841167e+00	2.839618e-03	
8	1.064000e-06	5.000000e+00	2.841184e+00	3.021260e-03	
9	1.192000e-06	5.000000e+00	2.841217e+00	3.384524e-03	
10	1.448000e-06	5.000000e+00	2.841283e+00	4.110925e-03	
11	1.960000e-06	5.000000e+00	2.841415e+00	5.563219e-03	
12	2.960000e-06	5.000000e+00	2.841673e+00	8.397782e-03	
13	3.960000e-06	5.000000e+00	2.841930e+00	1.122977e-02	
14	4.960000e-06	5.000000e+00	2.842187e+00	1.405918e-02	
15	5.960000e-06	5.000000e+00	2.842444e+00	1.688603e-02	
16	6.960000e-06	5.000000e+00	2.842701e+00	1.971030e-02	
17	7.960000e-06	5.000000e+00	2.842957e+00	2.253201e-02	
18	8.960000e-06	5.000000e+00	2.843214e+00	2.535115e-02	
19	9.960000e-06	5.000000e+00	2.843470e+00	2.816774e-02	
20	1.096000e-05	5.000000e+00	2.843726e+00	3.098176e-02	
21	1.196000e-05	5.000000e+00	2.843981e+00	3.379322e-02	
22	1.296000e-05	5.000000e+00	2.844237e+00	3.660214e-02	
23	1.396000e-05	5.000000e+00	2.844492e+00	3.940849e-02	
24	1.496000e-05	5.000000e+00	2.844747e+00	4.221230e-02	
25	1.596000e-05	5.000000e+00	2.845001e+00	4.501356e-02	
26	1.696000e-05	5.000000e+00	2.845256e+00	4.781228e-02	
27	1.796000e-05	5.000000e+00	2.845510e+00	5.060845e-02	
28	1.896000e-05	5.000000e+00	2.845764e+00	5.340208e-02	
29	1.996000e-05	5.000000e+00	2.846018e+00	5.619318e-02	
30	2.096000e-05	5.000000e+00	2.846271e+00	5.898173e-02	
31	2.196000e-05	5.000000e+00	2.846524e+00	6.176776e-02	
32	2.296000e-05	5.000000e+00	2.846777e+00	6.455125e-02	
33	2.396000e-05	5.000000e+00	2.847030e+00	6.733221e-02	
34	2.496000e-05	5.000000e+00	2.847283e+00	7.011064e-02	
35	2.596000e-05	5.000000e+00	2.847535e+00	7.288655e-02	
36	2.696000e-05	5.000000e+00	2.847787e+00	7.565994e-02	
37	2.796000e-05	5.000000e+00	2.848039e+00	7.843081e-02	
38	2.896000e-05	5.000000e+00	2.848291e+00	8.119916e-02	
