
Note: No compatibility mode selected!


Circuit: * 555 astable behavioral model ra=1k rb=10k c=1u vcc=5v

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using transient initial conditions

No. of Data Rows : 611
            * 555 astable behavioral model ra=1k rb=10k c=1u vcc=5v
            Transient Analysis  Fri Mar 27 20:38:12  2026
--------------------------------------------------------------------------------
Index   time            v(output)       v(cap)          
--------------------------------------------------------------------------------
0	1.000000e-06	5.000000e+00	4.945104e-06	
1	2.000000e-06	5.000000e+00	9.889715e-06	
2	4.000000e-06	5.000000e+00	1.977795e-05	
3	8.000000e-06	5.000000e+00	3.954849e-05	
4	1.600000e-05	5.000000e+00	7.906588e-05	
5	3.200000e-05	5.000000e+00	1.580060e-04	
6	6.400000e-05	5.000000e+00	3.155083e-04	
7	1.000000e-04	5.000000e+00	4.920975e-04	
8	1.064000e-04	5.000000e+00	5.234147e-04	
9	1.192000e-04	5.000000e+00	5.860091e-04	
10	1.448000e-04	5.000000e+00	7.109579e-04	
11	1.960000e-04	5.000000e+00	9.598994e-04	
12	2.960000e-04	5.000000e+00	1.442459e-03	
13	3.960000e-04	5.000000e+00	1.920222e-03	
14	4.960000e-04	5.000000e+00	2.393236e-03	
15	5.960000e-04	5.000000e+00	2.861548e-03	
16	6.960000e-04	5.000000e+00	3.325205e-03	
17	7.960000e-04	5.000000e+00	3.784253e-03	
18	8.960000e-04	5.000000e+00	4.238737e-03	
19	9.960000e-04	5.000000e+00	4.688704e-03	
20	1.096000e-03	5.000000e+00	5.134198e-03	
21	1.196000e-03	5.000000e+00	5.575263e-03	
22	1.296000e-03	5.000000e+00	6.011944e-03	
23	1.396000e-03	5.000000e+00	6.444285e-03	
24	1.496000e-03	5.000000e+00	6.872327e-03	
25	1.596000e-03	5.000000e+00	7.296115e-03	
26	1.696000e-03	5.000000e+00	7.715690e-03	
27	1.796000e-03	5.000000e+00	8.131094e-03	
28	1.896000e-03	5.000000e+00	8.542369e-03	
29	1.996000e-03	5.000000e+00	8.949556e-03	
30	2.096000e-03	5.000000e+00	9.352695e-03	
31	2.196000e-03	5.000000e+00	9.751827e-03	
32	2.296000e-03	5.000000e+00	1.014699e-02	
33	2.396000e-03	5.000000e+00	1.053823e-02	
34	2.496000e-03	5.000000e+00	1.092557e-02	
35	2.596000e-03	5.000000e+00	1.130907e-02	
36	2.696000e-03	5.000000e+00	1.168876e-02	
37	2.796000e-03	5.000000e+00	1.206467e-02	
38	2.896000e-03	5.000000e+00	1.243684e-02	
39	2.996000e-03	5.000000e+00	1.280531e-02	
40	3.096000e-03	5.000000e+00	1.317012e-02	
41	3.196000e-03	5.000000e+00	1.353131e-02	
42	3.296000e-03	5.000000e+00	1.388890e-02	
43	3.396000e-03	5.000000e+00	1.424294e-02	
44	3.496000e-03	5.000000e+00	1.459346e-02	
45	3.596000e-03	5.000000e+00	1.494050e-02	
46	3.696000e-03	5.000000e+00	1.528409e-02	
47	3.796000e-03	5.000000e+00	1.562426e-02	
48	3.896000e-03	5.000000e+00	1.596105e-02	
49	3.996000e-03	5.000000e+00	1.629449e-02	
50	4.096000e-03	5.000000e+00	1.662462e-02	
51	4.196000e-03	5.000000e+00	1.695146e-02	
52	4.296000e-03	5.000000e+00	1.727506e-02	
53	4.396000e-03	5.000000e+00	1.759544e-02	
54	4.496000e-03	5.000000e+00	1.791263e-02	

Index   time            v(output)       v(cap)          
--------------------------------------------------------------------------------
55	4.596000e-03	5.000000e+00	1.822667e-02	
56	4.696000e-03	5.000000e+00	1.853759e-02	
57	4.796000e-03	5.000000e+00	1.884542e-02	
58	4.896000e-03	5.000000e+00	1.915019e-02	
59	4.996000e-03	5.000000e+00	1.945193e-02	
60	5.096000e-03	5.000000e+00	1.975067e-02	
61	5.196000e-03	5.000000e+00	2.004645e-02	
62	5.296000e-03	5.000000e+00	2.033928e-02	
63	5.396000e-03	5.000000e+00	2.062920e-02	
64	5.496000e-03	5.000000e+00	2.091623e-02	
65	5.596000e-03	5.000000e+00	2.120042e-02	
66	5.696000e-03	5.000000e+00	2.148178e-02	
67	5.796000e-03	5.000000e+00	2.176034e-02	
68	5.896000e-03	5.000000e+00	2.203614e-02	
69	5.996000e-03	5.000000e+00	2.230919e-02	
70	6.096000e-03	5.000000e+00	2.257953e-02	
71	6.196000e-03	5.000000e+00	2.284718e-02	
72	6.296000e-03	5.000000e+00	2.311217e-02	
73	6.396000e-03	5.000000e+00	2.337453e-02	
